Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Credit_Risk,Total_Credit_Score,reject
35,male,Skilled,own,little,little,976,12,radio/TV,Good,822.7353458084773,Accepted
26,male,Unskilled-Resident,own,little,moderate,590,6,radio/TV,Good,844.571609998691,Accepted
65,male,Skilled,own,little,little,930,12,radio/TV,Good,819.3457988337442,Accepted
26,female,Unskilled-Non Resident,rent,little,moderate,1778,15,car,Good,806.372869644793,Accepted
26,male,Skilled,own,little,moderate,907,8,business,Good,824.869234060075,Accepted
28,male,Unskilled-Resident,own,little,moderate,484,6,radio/TV,Good,844.571609998691,Accepted
62,male,Skilled,own,quite rich,little,1338,6,domestic appliances,Good,847.2541027772216,Accepted
24,female,Skilled,rent,little,little,1554,6,radio/TV,Good,840.7554814692162,Accepted
26,male,Skilled,own,little,little,1345,18,radio/TV,Good,810.8798105421102,Accepted
27,male,Skilled,own,little,little,1101,12,car,Good,812.7327997858101,Accepted
24,male,Skilled,own,little,rich,3016,12,radio/TV,Good,614.6831370957374,Accepted
47,male,Unskilled-Resident,own,little,little,731,8,car,Good,811.779857169393,Accepted
35,male,Highly Skilled,own,little,little,3780,18,furniture/equipment,Good,506.45920654651695,Accepted
30,male,Skilled,own,little,little,1602,21,car,Good,781.4776046875454,Accepted
33,female,Skilled,rent,little,little,3966,18,car,Good,518.0728456972928,Accepted
36,male,Skilled,own,little,little,4165,18,business,Good,521.8889742267676,Accepted
44,male,Skilled,own,quite rich,little,2375,24,business,Good,528.2230654217743,Accepted
23,female,Skilled,rent,little,little,1216,18,car,Good,787.3613060740195,Accepted
42,female,Skilled,own,little,moderate,5084,24,radio/TV,Good,532.706090016784,Accepted
25,female,Unskilled-Resident,own,little,rich,2327,15,radio/TV,Good,614.9870963616552,Accepted
48,male,Skilled,own,little,little,1082,12,car,Good,799.6434228951282,Accepted
21,female,Skilled,own,little,little,886,12,radio/TV,Good,835.2829366018863,Accepted
23,female,Unskilled-Resident,rent,little,little,601,4,furniture/equipment,Good,838.4602389173623,Accepted
63,male,Skilled,own,little,little,2957,24,car,Good,510.1559532007078,Accepted
46,male,Skilled,own,little,little,2611,24,radio/TV,Good,529.8583291393238,Accepted
29,male,Skilled,own,little,little,5179,36,furniture/equipment,Good,501.78492657975653,Accepted
28,male,Unskilled-Resident,own,little,little,2993,21,car,Good,531.5888041427165,Accepted
23,female,Skilled,own,little,little,1943,18,repairs,Good,813.7275714195704,Accepted
50,male,Skilled,own,little,little,1559,24,business,Good,769.7445836614858,Accepted
47,male,Skilled,own,little,little,3422,18,furniture/equipment,Good,535.9065606387966,Accepted
35,male,Skilled,own,little,moderate,3976,21,furniture/equipment,Good,539.2961076135297,Accepted
28,male,Skilled,own,little,little,1249,24,car,Good,782.8339605521677,Accepted
59,male,Skilled,own,little,little,1364,9,radio/TV,Good,831.482233108009,Accepted
57,male,Unskilled-Resident,own,little,little,709,12,radio/TV,Good,819.3457988337442,Accepted
33,male,Skilled,rent,little,little,2235,20,car,Good,774.8137152806105,Accepted
43,male,Skilled,own,little,little,4042,24,car,Good,510.1559532007078,Accepted
35,male,Skilled,free,little,little,1471,15,radio/TV,Good,820.191544196935,Accepted
32,male,Unskilled-Resident,free,little,little,1442,18,car,Good,781.4776046875454,Accepted
33,male,Skilled,own,moderate,little,1474,24,car,Good,773.1341306362189,Accepted
40,female,Skilled,own,little,little,894,10,education,Good,819.8983171593504,Accepted
28,male,Skilled,free,little,little,3343,15,furniture/equipment,Good,568.0075011002522,Accepted
29,female,Skilled,own,little,little,3959,15,car,Good,543.7482986750011,Accepted
26,male,Skilled,rent,moderate,little,3577,9,car,Good,558.6167141923623,Accepted
28,male,Skilled,own,little,little,2169,18,business,Good,791.1774346034942,Accepted
35,female,Skilled,own,little,little,2439,24,radio/TV,Good,536.095636991517,Accepted
32,male,Unskilled-Resident,own,rich,little,4526,27,furniture/equipment,Good,519.852038800823,Accepted
25,male,Unskilled-Resident,rent,little,little,2210,10,furniture/equipment,Good,823.4760437656373,Accepted
20,female,Skilled,rent,quite rich,little,2221,15,furniture/equipment,Good,841.8471152526216,Accepted
27,female,Skilled,own,little,little,2389,18,radio/TV,Good,554.1389409587927,Accepted
42,male,Skilled,own,little,little,3331,12,furniture/equipment,Good,557.4619258211125,Accepted
24,female,Skilled,rent,little,little,652,12,furniture/equipment,Good,826.3238046430974,Accepted
46,male,Skilled,own,little,rich,1343,6,car,Good,853.616449001482,Accepted
26,male,Skilled,own,moderate,little,1382,24,business,Good,782.8339605521677,Accepted
24,female,Skilled,own,little,little,874,15,domestic appliances,Good,830.44389243849,Accepted
29,male,Unskilled-Resident,own,little,little,3590,12,furniture/equipment,Good,560.8514727958456,Accepted
40,female,Skilled,own,rich,moderate,1322,11,car,Good,820.5582959936548,Accepted
36,male,Highly Skilled,free,little,little,1940,18,radio/TV,Good,768.3430795591486,Accepted
28,male,Skilled,own,little,little,3595,36,radio/TV,Good,513.7799990475594,Accepted
27,male,Highly Skilled,free,little,little,1422,9,car,Good,792.0323329930624,Accepted
36,male,Skilled,own,little,moderate,2181,30,car,Good,743.9664236537723,Accepted
65,female,Unskilled-Non Resident,own,little,little,1098,18,radio/TV,Good,800.6381945288884,Accepted
43,male,Skilled,own,little,moderate,4057,24,furniture/equipment,Good,527.56308658747,Accepted
53,female,Skilled,own,little,little,795,12,education,Good,819.8983171593504,Accepted
34,male,Skilled,own,little,moderate,2825,24,business,Good,513.5455001754409,Accepted
43,male,Highly Skilled,own,little,little,2442,27,business,Good,448.15134515124845,Accepted
46,male,Skilled,own,little,little,1829,15,radio/TV,Good,816.8019972222019,Accepted
38,male,Unskilled-Resident,own,little,little,2171,12,car,Good,803.0329698698613,Accepted
29,male,Skilled,own,little,little,1169,18,radio/TV,Good,801.1799806261614,Accepted
28,female,Highly Skilled,rent,little,little,2606,21,radio/TV,Good,514.6381504848449,Accepted
35,female,Skilled,own,rich,little,1592,12,furniture/equipment,Good,841.35497635515,Accepted
33,female,Unskilled-Resident,rent,little,little,2186,15,furniture/equipment,Good,814.0801731156063,Accepted
42,male,Skilled,own,little,little,4153,18,furniture/equipment,Good,535.9065606387966,Accepted
43,male,Skilled,rent,little,little,2625,16,car,Good,511.8355378450995,Accepted
44,male,Skilled,own,little,little,3485,20,car,Good,518.4994272520345,Accepted
40,male,Skilled,rent,little,little,1386,15,radio/TV,Good,810.138107815267,Accepted
36,male,Highly Skilled,own,little,little,1278,24,radio/TV,Good,759.999605507822,Accepted
20,male,Highly Skilled,rent,little,little,1107,12,radio/TV,Good,792.9343852504784,Accepted
24,male,Unskilled-Resident,own,little,little,3763,21,car,Good,531.5888041427165,Accepted
27,male,Skilled,own,little,moderate,3711,36,education,Good,511.4847564957055,Accepted
46,female,Unskilled-Resident,own,little,little,3594,15,car,Good,540.358751700268,Accepted
33,female,Unskilled-Resident,own,little,moderate,3195,9,car,Good,558.4285345608084,Accepted
34,female,Skilled,own,little,little,4454,36,radio/TV,Good,506.92793000907056,Accepted
25,female,Unskilled-Resident,own,little,moderate,4736,24,furniture/equipment,Good,543.5002243556122,Accepted
25,female,Skilled,own,little,moderate,2991,30,radio/TV,Good,516.6277599250195,Accepted
28,male,Skilled,own,rich,little,2142,11,business,Good,830.7999120068766,Accepted
31,male,Skilled,rent,little,little,3161,24,business,Good,506.881610768506,Accepted
32,male,Skilled,own,moderate,little,2848,10,car,Good,543.4443394090835,Accepted
33,male,Skilled,own,moderate,little,2359,24,furniture/equipment,Good,530.9526335622031,Accepted
39,male,Highly Skilled,rent,little,little,3345,24,furniture/equipment,Good,488.0622961135223,Accepted
28,female,Skilled,own,little,little,1817,18,furniture/equipment,Good,811.4323288677165,Accepted
22,female,Skilled,rent,little,little,1366,9,radio/TV,Good,840.7554814692162,Accepted
30,male,Skilled,rent,little,moderate,2002,12,car,Good,796.3690804629264,Accepted
46,male,Skilled,own,little,little,697,12,car,Good,799.6434228951282,Accepted
21,female,Skilled,rent,little,little,1049,18,furniture/equipment,Good,804.7684394607816,Accepted
58,male,Skilled,own,little,little,1867,30,radio/TV,Good,760.2792526176552,Accepted
43,male,Unskilled-Resident,own,little,little,1344,12,car,Good,799.6434228951282,Accepted
24,male,Unskilled-Resident,own,little,little,1747,24,furniture/equipment,Good,800.2410939389298,Accepted
22,female,Skilled,own,little,moderate,1670,9,radio/TV,Good,847.4193708761511,Accepted
30,male,Skilled,own,little,little,1224,9,car,Good,815.1694041441261,Accepted
42,male,Skilled,own,quite rich,little,522,12,radio/TV,Good,837.4129110548107,Accepted
23,female,Skilled,own,little,little,1498,12,radio/TV,Good,835.2829366018863,Accepted
30,male,Highly Skilled,own,moderate,moderate,1919,30,radio/TV,Good,730.8318985253754,Accepted
28,female,Unskilled-Resident,own,little,rich,745,9,radio/TV,Good,889.2559627082401,Accepted
30,male,Highly Skilled,rent,little,moderate,2063,6,radio/TV,Good,795.3709896087944,Accepted
45,male,Highly Skilled,own,little,little,3527,12,car,Good,507.2178913673375,Accepted
31,male,Unskilled-Resident,own,little,little,1546,10,car,Good,803.0329698698613,Accepted
31,male,Skilled,own,little,little,929,24,furniture/equipment,Good,790.541264022981,Accepted
42,male,Unskilled-Resident,own,little,little,1455,4,car,Good,811.779857169393,Accepted
46,female,Skilled,rent,little,little,1845,15,furniture/equipment,Good,810.6906261408732,Accepted
30,male,Skilled,free,quite rich,little,3349,24,furniture/equipment,Good,549.0197457832696,Accepted
38,male,Highly Skilled,own,little,little,2859,12,car,Good,510.6074383420707,Accepted
43,male,Unskilled-Resident,own,little,little,1533,18,furniture/equipment,Good,795.4951910995744,Accepted
31,male,Skilled,own,moderate,little,3621,24,radio/TV,Good,533.2478761140569,Accepted
40,male,Unskilled-Non Resident,own,little,moderate,3590,18,business,Good,518.4994272520345,Accepted
24,male,Skilled,own,little,little,2145,36,business,Good,753.6662535697211,Accepted
28,female,Skilled,rent,quite rich,moderate,4113,24,car,Good,537.4963137829816,Accepted
29,female,Skilled,own,little,little,1893,12,car,Good,805.8807307473214,Accepted
57,female,Highly Skilled,rent,rich,little,1231,24,radio/TV,Good,770.8610422246807,Accepted
49,male,Unskilled-Resident,own,little,rich,3656,30,radio/TV,Good,542.5272139889663,Accepted
37,male,Unskilled-Resident,own,little,moderate,1154,9,radio/TV,Good,834.8717800827421,Accepted
45,male,Unskilled-Resident,own,little,little,4006,28,car,Good,480.9882462182613,Accepted
30,male,Skilled,free,moderate,moderate,3069,24,furniture/equipment,Good,530.9526335622031,Accepted
30,male,Skilled,rent,little,little,1740,6,radio/TV,Good,828.2078906758072,Accepted
47,male,Skilled,own,little,moderate,2353,21,car,Good,518.4994272520345,Accepted
29,male,Skilled,own,little,little,3556,15,car,Good,540.900537797541,Accepted
35,male,Skilled,own,quite rich,little,2397,24,radio/TV,Good,551.3149883351234,Accepted
22,male,Unskilled-Resident,own,little,moderate,454,6,repairs,Good,844.571609998691,Accepted
26,female,Skilled,own,little,moderate,1715,30,radio/TV,Good,776.2163903857972,Accepted
23,male,Unskilled-Resident,own,quite rich,moderate,2520,27,radio/TV,Good,531.8471112686259,Accepted
54,female,Highly Skilled,rent,little,little,3568,15,radio/TV,Good,520.5603371649363,Accepted
40,male,Unskilled-Resident,own,little,little,3939,11,car,Good,540.0547924343504,Accepted
22,male,Skilled,own,moderate,moderate,1514,15,repairs,Good,829.8913741128838,Accepted
29,female,Unskilled-Non Resident,rent,little,little,1193,24,car,Good,769.3180021067441,Accepted
33,female,Skilled,own,little,little,2831,30,radio/TV,Good,506.92793000907056,Accepted
57,female,Unskilled-Resident,own,quite rich,rich,1258,24,radio/TV,Good,852.1984245307174,Accepted
64,female,Skilled,own,little,moderate,753,6,radio/TV,Good,834.3299939854692,Accepted
42,male,Skilled,own,little,moderate,2427,18,business,Good,518.4994272520345,Accepted
47,male,Unskilled-Resident,own,little,little,2538,24,car,Good,510.1559532007078,Accepted
25,male,Skilled,rent,moderate,moderate,1264,15,car,Good,803.5251087673329,Accepted
28,female,Highly Skilled,own,moderate,rich,2923,21,car,Good,543.4362557852529,Accepted
30,male,Unskilled-Resident,own,little,little,2028,24,furniture/equipment,Good,790.541264022981,Accepted
25,female,Skilled,rent,little,little,1433,15,furniture/equipment,Good,823.7800030315551,Accepted
64,female,Skilled,own,moderate,little,1409,13,radio/TV,Good,819.649758099662,Accepted
48,male,Unskilled-Resident,own,little,moderate,1743,24,radio/TV,Good,789.4469596001018,Accepted
37,male,Unskilled-Resident,own,little,little,3565,12,education,Good,560.8514727958456,Accepted
34,male,Unskilled-Resident,own,moderate,little,1569,15,radio/TV,Good,820.191544196935,Accepted
23,male,Unskilled-Resident,rent,little,little,1936,18,radio/TV,Good,804.2159211351753,Accepted
50,male,Skilled,own,little,little,2390,12,car,Good,540.0547924343504,Accepted
31,female,Unskilled-Resident,own,little,little,1736,12,furniture/equipment,Good,823.2878641340835,Accepted
38,male,Skilled,own,little,little,804,12,radio/TV,Good,822.7353458084773,Accepted
23,male,Skilled,free,little,little,1845,45,radio/TV,Good,747.1411341266157,Accepted
